rank,company,fortune_ticker,sec_ticker,cik,cik_padded,sec_name,edgar_submissions_api,edgar_companyfacts_api,edgar_companyconcept_revenues_api,edgar_filings_browse,status,match_source
1,Amazon,AMZN,AMZN,1018724,0001018724,AMAZON COM INC,https://data.sec.gov/submissions/CIK0001018724.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001018724.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001018724/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001018724&type=&dateb=&owner=include&count=40,matched,company_tickers_json
2,Walmart,WMT,WMT,104169,0000104169,Walmart Inc.,https://data.sec.gov/submissions/CIK0000104169.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000104169.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000104169/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000104169&type=&dateb=&owner=include&count=40,matched,company_tickers_json
3,UnitedHealth,UNH,UNH,731766,0000731766,UNITEDHEALTH GROUP INC,https://data.sec.gov/submissions/CIK0000731766.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000731766.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000731766/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000731766&type=&dateb=&owner=include&count=40,matched,company_tickers_json
4,Apple,AAPL,AAPL,320193,0000320193,Apple Inc.,https://data.sec.gov/submissions/CIK0000320193.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000320193.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000320193/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000320193&type=&dateb=&owner=include&count=40,matched,company_tickers_json
5,McKesson,MCK,MCK,927653,0000927653,MCKESSON CORP,https://data.sec.gov/submissions/CIK0000927653.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000927653.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000927653/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000927653&type=&dateb=&owner=include&count=40,matched,company_tickers_json
6,Alphabet,GOOGL,GOOGL,1652044,0001652044,Alphabet Inc.,https://data.sec.gov/submissions/CIK0001652044.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001652044.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001652044/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001652044&type=&dateb=&owner=include&count=40,matched,company_tickers_json
7,CVS Health,CVS,CVS,64803,0000064803,CVS HEALTH Corp,https://data.sec.gov/submissions/CIK0000064803.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000064803.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000064803/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000064803&type=&dateb=&owner=include&count=40,matched,company_tickers_json
8,Berkshire Hathaway,BRK-A,BRK-B,1067983,0001067983,BERKSHIRE HATHAWAY INC,https://data.sec.gov/submissions/CIK0001067983.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001067983.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001067983/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001067983&type=&dateb=&owner=include&count=40,matched,company_tickers_json
9,Exxon Mobil,XOM,XOM,34088,0000034088,EXXON MOBIL CORPORATION,https://data.sec.gov/submissions/CIK0000034088.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000034088.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000034088/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000034088&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
10,Cencora,COR,COR,1140859,0001140859,"Cencora, Inc.",https://data.sec.gov/submissions/CIK0001140859.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001140859.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001140859/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001140859&type=&dateb=&owner=include&count=40,matched,company_tickers_json
11,Microsoft,MSFT,MSFT,789019,0000789019,MICROSOFT CORP,https://data.sec.gov/submissions/CIK0000789019.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000789019.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000789019/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000789019&type=&dateb=&owner=include&count=40,matched,company_tickers_json
12,Costco,COST,COST,909832,0000909832,COSTCO WHOLESALE CORP /NEW,https://data.sec.gov/submissions/CIK0000909832.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000909832.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000909832/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000909832&type=&dateb=&owner=include&count=40,matched,company_tickers_json
13,Cigna,CI,CI,1739940,0001739940,Cigna Group,https://data.sec.gov/submissions/CIK0001739940.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001739940.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001739940/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001739940&type=&dateb=&owner=include&count=40,matched,company_tickers_json
14,Cardinal Health,CAH,CAH,721371,0000721371,CARDINAL HEALTH INC,https://data.sec.gov/submissions/CIK0000721371.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000721371.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000721371/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000721371&type=&dateb=&owner=include&count=40,matched,company_tickers_json
15,Nvidia,NVDA,NVDA,1045810,0001045810,NVIDIA CORP,https://data.sec.gov/submissions/CIK0001045810.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001045810.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001045810/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001045810&type=&dateb=&owner=include&count=40,matched,company_tickers_json
16,Meta,META,META,1326801,0001326801,"Meta Platforms, Inc.",https://data.sec.gov/submissions/CIK0001326801.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001326801.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001326801/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001326801&type=&dateb=&owner=include&count=40,matched,company_tickers_json
17,Elevance Health,ELV,ELV,1156039,0001156039,"Elevance Health, Inc.",https://data.sec.gov/submissions/CIK0001156039.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001156039.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001156039/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001156039&type=&dateb=&owner=include&count=40,matched,company_tickers_json
18,Centene,CNC,CNC,1071739,0001071739,CENTENE CORP,https://data.sec.gov/submissions/CIK0001071739.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001071739.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001071739/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001071739&type=&dateb=&owner=include&count=40,matched,company_tickers_json
19,Chevron,CVX,CVX,93410,0000093410,CHEVRON CORP,https://data.sec.gov/submissions/CIK0000093410.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000093410.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000093410/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000093410&type=&dateb=&owner=include&count=40,matched,company_tickers_json
20,Ford Motor,F,F,37996,0000037996,FORD MOTOR CO,https://data.sec.gov/submissions/CIK0000037996.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000037996.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000037996/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000037996&type=&dateb=&owner=include&count=40,matched,company_tickers_json
21,General Motors,GM,GM,1467858,0001467858,General Motors Co,https://data.sec.gov/submissions/CIK0001467858.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001467858.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001467858/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001467858&type=&dateb=&owner=include&count=40,matched,company_tickers_json
22,JPMorgan Chase,JPM,JPM,19617,0000019617,JPMORGAN CHASE & CO,https://data.sec.gov/submissions/CIK0000019617.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000019617/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000019617&type=&dateb=&owner=include&count=40,matched,company_tickers_json
23,Home Depot,HD,HD,354950,0000354950,"HOME DEPOT, INC.",https://data.sec.gov/submissions/CIK0000354950.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000354950.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000354950/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000354950&type=&dateb=&owner=include&count=40,matched,company_tickers_json
24,Fannie Mae,FNMA,FNMA,310522,0000310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,https://data.sec.gov/submissions/CIK0000310522.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000310522.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000310522/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000310522&type=&dateb=&owner=include&count=40,matched,company_tickers_json
25,Walgreens,WBA,WBA,1618921,0001618921,"Walgreens Boots Alliance, Inc.",https://data.sec.gov/submissions/CIK0001618921.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001618921.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001618921/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001618921&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
26,Kroger,KR,KR,56873,0000056873,KROGER CO,https://data.sec.gov/submissions/CIK0000056873.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000056873.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000056873/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000056873&type=&dateb=&owner=include&count=40,matched,company_tickers_json
27,Verizon,VZ,VZ,732712,0000732712,VERIZON COMMUNICATIONS INC,https://data.sec.gov/submissions/CIK0000732712.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000732712.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000732712/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000732712&type=&dateb=&owner=include&count=40,matched,company_tickers_json
28,Marathon Petroleum,MPC,MPC,1510295,0001510295,Marathon Petroleum Corp,https://data.sec.gov/submissions/CIK0001510295.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001510295.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001510295/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001510295&type=&dateb=&owner=include&count=40,matched,company_tickers_json
29,StoneX,SNEX,SNEX,913760,0000913760,StoneX Group Inc.,https://data.sec.gov/submissions/CIK0000913760.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000913760.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000913760/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000913760&type=&dateb=&owner=include&count=40,matched,company_tickers_json
30,Phillips 66,PSX,PSX,1534701,0001534701,Phillips 66,https://data.sec.gov/submissions/CIK0001534701.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001534701.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001534701/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001534701&type=&dateb=&owner=include&count=40,matched,company_tickers_json
31,Humana,HUM,HUM,49071,0000049071,HUMANA INC,https://data.sec.gov/submissions/CIK0000049071.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000049071.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000049071/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000049071&type=&dateb=&owner=include&count=40,matched,company_tickers_json
32,AT&T,T,T,732717,0000732717,AT&T INC.,https://data.sec.gov/submissions/CIK0000732717.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000732717.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000732717/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000732717&type=&dateb=&owner=include&count=40,matched,company_tickers_json
33,Comcast,CMCSA,CMCSA,1166691,0001166691,COMCAST CORP,https://data.sec.gov/submissions/CIK0001166691.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001166691.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001166691/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001166691&type=&dateb=&owner=include&count=40,matched,company_tickers_json
34,State Farm,Non-public,,,,,,,,,no_ticker,
35,Valero Energy,VLO,VLO,1035002,0001035002,VALERO ENERGY CORP/TX,https://data.sec.gov/submissions/CIK0001035002.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001035002.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001035002/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001035002&type=&dateb=&owner=include&count=40,matched,company_tickers_json
36,Freddie Mac,FMCC,FMCC,1026214,0001026214,FEDERAL HOME LOAN MORTGAGE CORP,https://data.sec.gov/submissions/CIK0001026214.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001026214.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001026214/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001026214&type=&dateb=&owner=include&count=40,matched,company_tickers_json
37,Dell Technologies,DELL,DELL,1571996,0001571996,Dell Technologies Inc.,https://data.sec.gov/submissions/CIK0001571996.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001571996.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001571996/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001571996&type=&dateb=&owner=include&count=40,matched,company_tickers_json
38,Bank of America,BAC,BAC,70858,0000070858,BANK OF AMERICA CORP /DE/,https://data.sec.gov/submissions/CIK0000070858.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000070858.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000070858/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000070858&type=&dateb=&owner=include&count=40,matched,company_tickers_json
39,Target,TGT,TGT,27419,0000027419,TARGET CORP,https://data.sec.gov/submissions/CIK0000027419.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000027419.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000027419/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000027419&type=&dateb=&owner=include&count=40,matched,company_tickers_json
40,Tesla,TSLA,TSLA,1318605,0001318605,"Tesla, Inc.",https://data.sec.gov/submissions/CIK0001318605.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001318605.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001318605/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001318605&type=&dateb=&owner=include&count=40,matched,company_tickers_json
41,FedEx,FDX,FDX,1048911,0001048911,FEDEX CORP,https://data.sec.gov/submissions/CIK0001048911.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001048911.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001048911/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001048911&type=&dateb=&owner=include&count=40,matched,company_tickers_json
42,Walt Disney,DIS,DIS,1744489,0001744489,Walt Disney Co,https://data.sec.gov/submissions/CIK0001744489.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001744489.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001744489/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001744489&type=&dateb=&owner=include&count=40,matched,company_tickers_json
43,Johnson & Johnson,JNJ,JNJ,200406,0000200406,JOHNSON & JOHNSON,https://data.sec.gov/submissions/CIK0000200406.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000200406.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000200406/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000200406&type=&dateb=&owner=include&count=40,matched,company_tickers_json
44,PepsiCo,PEP,PEP,77476,0000077476,PEPSICO INC,https://data.sec.gov/submissions/CIK0000077476.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000077476.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000077476/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000077476&type=&dateb=&owner=include&count=40,matched,company_tickers_json
45,Boeing,BA,BA,12927,0000012927,BOEING CO,https://data.sec.gov/submissions/CIK0000012927.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000012927.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000012927/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000012927&type=&dateb=&owner=include&count=40,matched,company_tickers_json
46,UPS,UPS,UPS,1090727,0001090727,UNITED PARCEL SERVICE INC,https://data.sec.gov/submissions/CIK0001090727.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001090727.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001090727/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001090727&type=&dateb=&owner=include&count=40,matched,company_tickers_json
47,RTX,RTX,RTX,101829,0000101829,RTX Corp,https://data.sec.gov/submissions/CIK0000101829.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000101829.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000101829/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000101829&type=&dateb=&owner=include&count=40,matched,company_tickers_json
48,T-Mobile US,TMUS,TMUS,1283699,0001283699,"T-Mobile US, Inc.",https://data.sec.gov/submissions/CIK0001283699.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001283699.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001283699/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001283699&type=&dateb=&owner=include&count=40,matched,company_tickers_json
49,Progressive,PGR,PGR,80661,0000080661,PROGRESSIVE CORP/OH/,https://data.sec.gov/submissions/CIK0000080661.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000080661.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000080661/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000080661&type=&dateb=&owner=include&count=40,matched,company_tickers_json
50,Lowe's,LOW,LOW,60667,0000060667,LOWES COMPANIES INC,https://data.sec.gov/submissions/CIK0000060667.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000060667.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000060667/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000060667&type=&dateb=&owner=include&count=40,matched,company_tickers_json
51,Energy Transfer,ET,ET,1276187,0001276187,Energy Transfer LP,https://data.sec.gov/submissions/CIK0001276187.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001276187.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001276187/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001276187&type=&dateb=&owner=include&count=40,matched,company_tickers_json
52,Citi,C,C,831001,0000831001,CITIGROUP INC,https://data.sec.gov/submissions/CIK0000831001.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000831001.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000831001/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000831001&type=&dateb=&owner=include&count=40,matched,company_tickers_json
53,Procter & Gamble,PG,PG,80424,0000080424,PROCTER & GAMBLE Co,https://data.sec.gov/submissions/CIK0000080424.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000080424.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000080424/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000080424&type=&dateb=&owner=include&count=40,matched,company_tickers_json
54,Wells Fargo,WFC,WFC,72971,0000072971,WELLS FARGO & COMPANY/MN,https://data.sec.gov/submissions/CIK0000072971.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000072971.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000072971/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000072971&type=&dateb=&owner=include&count=40,matched,company_tickers_json
55,Albertsons,ACI,ACI,1646972,0001646972,"Albertsons Companies, Inc.",https://data.sec.gov/submissions/CIK0001646972.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001646972.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001646972/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001646972&type=&dateb=&owner=include&count=40,matched,company_tickers_json
56,Sysco,SYY,SYY,96021,0000096021,SYSCO CORP,https://data.sec.gov/submissions/CIK0000096021.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000096021.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000096021/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000096021&type=&dateb=&owner=include&count=40,matched,company_tickers_json
57,Archer Daniels Midland,ADM,ADM,7084,0000007084,Archer-Daniels-Midland Co,https://data.sec.gov/submissions/CIK0000007084.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000007084.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000007084/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000007084&type=&dateb=&owner=include&count=40,matched,company_tickers_json
58,MetLife,MET,MET,1099219,0001099219,METLIFE INC,https://data.sec.gov/submissions/CIK0001099219.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001099219.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001099219/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001099219&type=&dateb=&owner=include&count=40,matched,company_tickers_json
59,HCA Healthcare,HCA,HCA,860730,0000860730,"HCA Healthcare, Inc.",https://data.sec.gov/submissions/CIK0000860730.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000860730.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000860730/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000860730&type=&dateb=&owner=include&count=40,matched,company_tickers_json
60,Lockheed Martin,LMT,LMT,936468,0000936468,LOCKHEED MARTIN CORP,https://data.sec.gov/submissions/CIK0000936468.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000936468.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000936468/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000936468&type=&dateb=&owner=include&count=40,matched,company_tickers_json
61,American Express,AXP,AXP,4962,0000004962,AMERICAN EXPRESS CO,https://data.sec.gov/submissions/CIK0000004962.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000004962.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000004962/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000004962&type=&dateb=&owner=include&count=40,matched,company_tickers_json
62,Morgan Stanley,MS,MS,895421,0000895421,MORGAN STANLEY,https://data.sec.gov/submissions/CIK0000895421.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000895421.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000895421/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000895421&type=&dateb=&owner=include&count=40,matched,company_tickers_json
63,Bunge,BG,BG,1996862,0001996862,Bunge Global SA,https://data.sec.gov/submissions/CIK0001996862.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001996862.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001996862/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001996862&type=&dateb=&owner=include&count=40,matched,company_tickers_json
64,Accenture,ACN,ACN,1467373,0001467373,Accenture plc,https://data.sec.gov/submissions/CIK0001467373.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001467373.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001467373/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001467373&type=&dateb=&owner=include&count=40,matched,company_tickers_json
65,Allstate,ALL,ALL,899051,0000899051,ALLSTATE CORP,https://data.sec.gov/submissions/CIK0000899051.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000899051.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000899051/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000899051&type=&dateb=&owner=include&count=40,matched,company_tickers_json
66,Caterpillar,CAT,CAT,18230,0000018230,CATERPILLAR INC,https://data.sec.gov/submissions/CIK0000018230.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000018230.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000018230/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000018230&type=&dateb=&owner=include&count=40,matched,company_tickers_json
67,IBM,IBM,IBM,51143,0000051143,INTERNATIONAL BUSINESS MACHINES CORP,https://data.sec.gov/submissions/CIK0000051143.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051143.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000051143/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000051143&type=&dateb=&owner=include&count=40,matched,company_tickers_json
68,Oracle,ORCL,ORCL,1341439,0001341439,ORACLE CORP,https://data.sec.gov/submissions/CIK0001341439.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001341439.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001341439/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001341439&type=&dateb=&owner=include&count=40,matched,company_tickers_json
